25.8883626533,-24.6467147504
25.8908059718,-24.6152714662
25.9033520073,-24.6109815713
25.9488576448,-24.6410137046
25.9786802961,-24.6569939195
25.8953908719,-24.6247907291
25.8858019845,-24.6874199089
25.8782059164,-24.6480680469
25.9438313544,-24.6599759179
25.9519568489,-24.6540204193
25.8971110452,-24.6250626562
25.8764861657,-24.6505039466
25.8849124906,-24.62937953
25.8803377219,-24.6263550005
25.8868884437,-24.6193254361
25.9405517127,-24.644007608
25.9816494275,-24.6637682506
25.8698351102,-24.6768121243
25.9180547136,-24.6700004501
25.9506649044,-24.6817106475
25.9128913556,-24.605846622
25.8935188959,-24.6659297251
25.9564882978,-24.6515799303
25.9980384542,-24.6626740329
25.9193001564,-24.620733992
25.9036696069,-24.595391488
25.922581414,-24.6161332182
25.9489872516,-24.6656599274
25.8850813778,-24.6594345189
25.9233626567,-24.6483385524
25.8985189067,-24.654021844
25.9854478811,-24.6752482302
25.9627377438,-24.6548320194
25.8596922243,-24.645945976
25.9353940082,-24.6220870907
25.9239876568,-24.6423846276
25.8946120006,-24.6304761513
25.9205549387,-24.6694610358
25.9258673361,-24.6039459938
25.8822601189,-24.6740608979
25.8761507771,-24.6287864874
25.9199251586,-24.6147800503
25.9057064159,-24.6615995872
25.8794558766,-24.6399475123
25.8681658323,-24.6697603538
25.9442610829,-24.6781878345
25.9041439067,-24.6464441217
25.9510316092,-24.6458864636
25.9324627307,-24.5995542529
25.9474249005,-24.6640358358
25.8650495,-24.6295861641
25.9432062591,-24.6615999795
25.9626166532,-24.6201793993
25.9214882681,-24.6066597451
25.8675457109,-24.6588868898
25.8774238935,-24.6542925534
25.9958056119,-24.6599215662
25.9613322935,-24.6794857858
25.9063307587,-24.6177564446
25.893675155,-24.6624114691
25.8971126573,-24.6618702019
25.9177983355,-24.5869838324
25.9371112765,-24.6662072343
25.9418005573,-24.6499619662
25.9223135386,-24.592765631
25.9749489946,-24.642837023
25.8714755224,-24.6591628846
25.9091404174,-24.6090936449
25.89945802,-24.6751352281
25.9371129598,-24.6207337425
25.9910734301,-24.6604898478
25.9171126862,-24.6591639512
25.9485619287,-24.6340110665
25.9383280746,-24.6754885107
25.9399280248,-24.6380542298
25.8910116789,-24.6811058225
25.8805483985,-24.6672851153
25.9052352792,-24.6147779239
25.9596103321,-24.6775815298
25.9677819105,-24.6852536067
25.9201104942,-24.5933312529
25.9030501552,-24.6358894357
25.926800157,-24.6494210845
25.9962913376,-24.6690182133
25.9058626567,-24.6515861475
25.9425818706,-24.6502325091
25.872255988,-24.6670242473
